LATITUDE,LONGITUDE,geometry
-23.5481050312062,-46.638253813620494,POINT (332779.1508834886 7394847.763233183)
-23.5439578252904,-46.644437927084,POINT (332142.536552333 7395299.791559083)
-23.5438977,-46.6400549,POINT (332589.9456834361 7395311.574581977)
-23.5424976259999,-46.6380153659999,POINT (332796.4008425774 7395468.996572313)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.5398367947142,-46.6447537635714,POINT (332105.0571920255 7395755.779027782)
-23.5452957,-46.638201,POINT (332780.9882120347 7395158.925814275)
-23.5476520925744,-46.641106113215294,POINT (332487.3805479368 7394894.590737745)
-23.5434835,-46.6415568,POINT (332436.084086318 7395355.687936788)
-23.5405767,-46.6413993,POINT (332448.479784936 7395677.766693961)
-23.5361607,-46.6339981,POINT (333198.552567838 7396175.415377529)
-23.5376229,-46.641906,POINT (332393.0023092657 7396004.27385971)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.5397804523333,-46.6399354797451,POINT (332596.9240482243 7395767.651639244)
-23.541951647643096,-46.6345144415494,POINT (333153.1419317432 7395533.53558357)
-23.5349019339999,-46.640030732,POINT (332581.0218483093 7396307.779715374)
-23.5351057519999,-46.640398703,POINT (332543.7093938305 7396284.779651407)
-23.5474798,-46.6433435,POINT (332258.7421835046 7394911.053848859)
-23.5419002144174,-46.645488424628496,POINT (332032.6712863982 7395526.418332592)
-23.53920342,-46.6350215589999,POINT (333097.8975243208 7395837.279287508)
-23.5377898,-46.6336244,POINT (333238.762271864 7395995.446454903)
-23.5461675,-46.6409758,POINT (332498.8029219363 7395059.144647148)
-23.5427892403135,-46.6455198076281,POINT (332030.5968567923 7395427.932025076)
-23.541370757,-46.6471821869999,POINT (331859.0701938994 7395583.064540156)
-23.541784736299,-46.6384228136296,POINT (332753.9001221083 7395547.465618836)
-23.5421553619648,-46.6455093945459,POINT (332030.854532372 7395498.139068492)
-23.5420705,-46.6393306,POINT (332661.5799696117 7395514.761425246)
-23.5411444339999,-46.6444924579999,POINT (332133.3964822948 7395611.278811537)
-23.5387064,-46.6443311,POINT (332146.7752626069 7395881.452158521)
-23.5495246,-46.6421833,POINT (332379.7833637068 7394685.972660292)
-23.545475021,-46.6393063469999,POINT (332668.3660820891 7395137.778353484)
-23.5409764080464,-46.6446532591162,POINT (332116.7657400882 7395629.697507685)
-23.5420843492372,-46.6406539460685,POINT (332526.4886321461 7395511.682684813)
-23.542073527,-46.64245294999991,POINT (332342.8029837373 7395510.778660903)
-23.5364116379999,-46.642442923,POINT (332336.6465885398 7396137.779534309)
-23.540343188,-46.640839844,POINT (332505.3030493313 7395704.279075174)
-23.539264192333295,-46.640542615333295,POINT (332534.2826606338 7395824.112540448)
-23.5426594,-46.6413959,POINT (332451.4666563284 7395447.135591447)
-23.544791019024,-46.643366984087294,POINT (332252.9319985991 7395208.778302451)
-23.5415819650086,-46.645182123130894,POINT (332063.5393654489 7395562.019633673)
-23.538420506733296,-46.6411756283555,POINT (332468.5838359017 7395916.8015716)
-23.5423809888436,-46.6381900827386,POINT (332778.4154111872 7395481.709021936)
-23.543615453,-46.6381018389999,POINT (332788.986330617 7395345.109359535)
-23.5365268,-46.6424259,POINT (332338.5306763897 7396125.046571801)
-23.5419991580434,-46.6436885938115,POINT (332216.5536627868 7395517.56876462)
-23.543978556185095,-46.642360428074,POINT (332354.6652537665 7395299.926665201)
-23.540703112,-46.6413989653191,POINT (332448.6741712481 7395663.768411286)
-23.540921893,-46.635630589,POINT (333037.8867986638 7395646.269581719)
-23.541777128,-46.6465721989999,POINT (331921.8649404766 7395538.778724833)
-23.5394064,-46.6376983,POINT (332824.8629491073 7395811.683563378)
-23.5416154659999,-46.634501351,POINT (333154.0541206185 7395570.778980508)
-23.5460999868451,-46.6389111421238,POINT (332709.5050802818 7395069.031828502)
-23.5414700515384,-46.6393421325384,POINT (332659.642443192 7395581.240682416)
-23.541558520974295,-46.641733481564,POINT (332415.605290323 7395568.650769973)
-23.5362534833878,-46.6383245565407,POINT (332756.9350544893 7396160.102048661)
-23.5415774,-46.6396719,POINT (332626.110137976 7395568.968177389)
-23.542073527,-46.64245294999991,POINT (332342.8029837373 7395510.778660903)
-23.5390778730399,-46.6354902768254,POINT (333049.8836187597 7395850.636510475)
-23.5436677825072,-46.6403801593478,POINT (332556.4470724163 7395336.655460775)
-23.543851,-46.6388192,POINT (332716.0453454186 7395318.188427589)
-23.5380512,-46.6410482,POINT (332481.126259345 7395957.846889712)
-23.5390208,-46.6387669,POINT (332715.2726882282 7395853.138063239)
-23.5420451589999,-46.643482088,POINT (332237.6955817353 7395512.716321704)
-23.541040783057895,-46.6385332083623,POINT (332741.6879205876 7395629.721029532)
-23.5420119,-46.6413884,POINT (332451.4116759271 7395518.847540963)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.541416355965495,-46.6411678842758,POINT (332473.1708333542 7395585.054858837)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.5428535154509,-46.6408452938655,POINT (332507.9272994708 7395426.28286401)
-23.5378044918936,-46.64142539742551,POINT (332442.3019158901 7395984.726283122)
-23.5407246,-46.6403762,POINT (332553.1231693268 7395662.583611441)
-23.546796352999895,-46.637631638,POINT (332841.0145562813 7394993.409874531)
-23.5424357,-46.6398764,POINT (332606.31821559 7395473.682635244)
-23.5454236,-46.6434405,POINT (332246.229317291 7395138.641134422)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.5450036,-46.6431267,POINT (332277.7334212752 7395185.518511117)
-23.5409218,-46.639465,POINT (332646.4040050044 7395641.809790801)
-23.5433671420822,-46.638521021280496,POINT (332745.8756537674 7395372.117970959)
-23.541340887,-46.64213746,POINT (332374.0843894932 7395592.279011564)
-23.542282502846096,-46.6404226995384,POINT (332550.3490831597 7395490.009543354)
-23.5483014,-46.6384589,POINT (332758.4617784471 7394825.778392217)
-23.5414999,-46.6395552,POINT (332637.9267144207 7395577.686627246)
-23.5419159,-46.6413634,POINT (332453.8424130621 7395529.507651154)
-23.5412689147307,-46.6390986827307,POINT (332684.2433279041 7395603.798357575)
-23.5445643715361,-46.6440017931288,POINT (332187.8337686972 7395233.134017861)
-23.5439578252904,-46.644437927084,POINT (332142.536552333 7395299.791559083)
-23.5407261844706,-46.6425593309607,POINT (332330.2329604753 7395659.857010604)
-23.5422788,-46.6401285,POINT (332580.3810649381 7395490.763150675)
-23.5423227963548,-46.6421296594193,POINT (332376.125904526 7395483.552931067)
-23.5466038,-46.6448943,POINT (332099.3044253066 7395006.245408857)
-23.542232950923,-46.6405106137692,POINT (332541.3105959335 7395495.394171469)
-23.543615453,-46.6381018389999,POINT (332788.986330617 7395345.109359535)
-23.5396263,-46.6383257,POINT (332761.0845817456 7395786.600615173)
-23.5464711,-46.6381025,POINT (332792.531491599 7395028.878750142)
-23.546658,-46.6413595,POINT (332460.2515241056 7395004.379005427)
-23.5425339,-46.6401676,POINT (332576.7121985004 7395462.468111834)
-23.5365025839999,-46.642381918,POINT (332342.9905679112 7396127.779632965)
-23.5445075,-46.6409439,POINT (332499.955979118 7395243.007882901)
-23.5411285429827,-46.6413903156379,POINT (332450.0964820344 7395616.666933383)
-23.539858919,-46.6400925099999,POINT (332580.9909119345 7395758.779031597)
-23.5473567,-46.6413694,POINT (332460.1265562056 7394926.994396161)
-23.5472763,-46.6413644,POINT (332460.5350928846 7394935.903621251)
-23.5474534,-46.6420769,POINT (332388.0188374299 7394915.458903925)
-23.544447,-46.6365683,POINT (332946.6041349716 7395254.812914427)
-23.5433124493509,-46.6415592545972,POINT (332435.6166462937 7395374.626965474)
-23.543978556185095,-46.642360428074,POINT (332354.6652537665 7395299.926665201)
-23.539967,-46.6432867,POINT (332255.0070654508 7395743.077267316)
-23.5471267965096,-46.6396078882627,POINT (332639.6722711023 7394954.511227094)
-23.5433671420822,-46.638521021280496,POINT (332745.8756537674 7395372.117970959)
-23.5435214,-46.6385411,POINT (332744.0208994077 7395355.012270088)
-23.5477288,-46.6390771,POINT (332694.623874584 7394888.465857908)
-23.5442116,-46.6384495,POINT (332754.2461309499 7395278.687470315)
-23.5424049033025,-46.6402036830527,POINT (332572.8648761397 7395476.710873273)
-23.5475294,-46.6389418,POINT (332708.1845081212 7394910.705018286)
-23.5390925889999,-46.6361150239999,POINT (332986.1164109919 7395848.279391808)
-23.542073527,-46.64245294999991,POINT (332342.8029837373 7395510.778660903)
-23.541073419636305,-46.6422496646363,POINT (332362.2894517888 7395621.766774137)
-23.5438292,-46.6421961,POINT (332371.2529181667 7395316.658298114)
-23.5422788,-46.6401285,POINT (332580.3810649381 7395490.763150675)
-23.5438292,-46.6421961,POINT (332371.2529181667 7395316.658298114)
-23.5446503410787,-46.642338877055295,POINT (332357.7175480705 7395225.559365621)
-23.5479565699999,-46.63898783,POINT (332704.0259651219 7394863.347138798)
-23.5447789213828,-46.6433520512364,POINT (332254.4412058973 7395210.135451005)
-23.5460014,-46.6386942,POINT (332731.5286362881 7395080.202327475)
-23.5416068256956,-46.644057580652095,POINT (332178.3832837874 7395560.58326426)
-23.5362317,-46.6338083,POINT (333218.0208469002 7396167.773707792)
-23.5438292,-46.6421961,POINT (332371.2529181667 7395316.658298114)
-23.5352097,-46.6402418,POINT (332559.8610964189 7396273.451809235)
-23.543185303,-46.643373212,POINT (332250.2583336983 7395386.585770689)
-23.5433321789999,-46.635699174,POINT (333033.9288553771 7395379.278764955)
-23.544245170707296,-46.6396479409512,POINT (332631.9341437567 7395273.571348565)
-23.5460999868451,-46.6389111421238,POINT (332709.5050802818 7395069.031828502)
-23.543615453,-46.6381018389999,POINT (332788.986330617 7395345.109359535)
-23.5486999949999,-46.638849046,POINT (332719.1357281496 7394781.183340097)
-23.5419083172588,-46.6454472378529,POINT (332036.8866171861 7395525.569283649)
-23.5484203990999,-46.6384783593999,POINT (332756.6257373809 7394812.57790935)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5499571,-46.6466384,POINT (331925.508741936 7394632.861199761)
-23.5519928,-46.6516415,POINT (331417.3363632256 7394401.554205416)
-23.553470533999896,-46.655267142,POINT (331049.0870915363 7394233.641813984)
-23.554813637999896,-46.6583786109999,POINT (330733.1636928968 7394081.235864472)
-23.5475056,-46.6485561,POINT (331726.6079982332 7394902.087513084)
-23.5529437,-46.660042,POINT (330560.9547065047 7394286.3459072)
-23.553276947,-46.652346231,POINT (331347.0301689948 7394258.519854724)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5545639178402,-46.6554825121943,POINT (331028.4987735029 7394112.307448063)
-23.5518491,-46.6521983,POINT (331360.3097108184 7394416.812359801)
-23.5519782,-46.6515972,POINT (331421.840284585 7394403.223102355)
-23.5504634041791,-46.6476420484242,POINT (331823.6900968267 7394575.616414172)
-23.553276947,-46.652346231,POINT (331347.0301689948 7394258.519854724)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.5545639178402,-46.6554825121943,POINT (331028.4987735029 7394112.307448063)
-23.5540588373134,-46.6559060264627,POINT (330984.6171803942 7394167.740247251)
-23.5503841716486,-46.6473951751294,POINT (331848.7926098921 7394584.680177677)
-23.555349147999905,-46.663161477,POINT (330245.5819971005 7394016.276256353)
-23.554344674840905,-46.6543954008554,POINT (331139.1987777157 7394137.867612084)
-23.555283728487,-46.65542327501831,POINT (331035.4667653155 7394032.666030888)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.550733324,-46.6532119679999,POINT (331255.4001114662 7394539.179274013)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5481113125495,-46.6493770131978,POINT (331643.5705444529 7394834.047687358)
-23.5544683177014,-46.6563370259403,POINT (330941.1414278995 7394121.886328167)
-23.550811078876105,-46.6487165423369,POINT (331714.4375816978 7394535.85414305)
-23.5520491,-46.6528159,POINT (331297.514729886 7394393.937715827)
-23.5514970799999,-46.6481012009999,POINT (331778.1311158278 7394460.609496141)
-23.5551920017331,-46.6554002745444,POINT (331037.697491359 7394042.850898398)
-23.5516997,-46.6517327,POINT (331407.6518445148 7394433.904537495)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5470759,-46.6472114,POINT (331863.3450784692 7394951.249844692)
-23.5504403,-46.6546234,POINT (331110.9322071403 7394569.966074759)
-23.5545069,-46.6554233,POINT (331034.4706621361 7394118.691373387)
-23.5548722,-46.6553592,POINT (331041.4816519541 7394078.313917495)
-23.5545902,-46.6554112,POINT (331035.8124561795 7394109.481064081)
-23.550733324,-46.6532119679999,POINT (331255.4001114662 7394539.179274013)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.550811078876105,-46.6487165423369,POINT (331714.4375816978 7394535.85414305)
-23.5551920017331,-46.6554002745444,POINT (331037.697491359 7394042.850898398)
-23.555140991445295,-46.655785914205,POINT (330998.2635114376 7394048.044995755)
-23.5546400352835,-46.6565177676567,POINT (330922.9097425884 7394102.65722123)
-23.5538789,-46.6590545,POINT (330662.9659514612 7394183.949637175)
-23.553276947,-46.652346231,POINT (331347.0301689948 7394258.519854724)
-23.5539749,-46.655794,POINT (330995.9463290704 7394177.167515296)
-23.5524225,-46.6532203,POINT (331256.7067631108 7394352.111666363)
-23.5482548192318,-46.6489543692362,POINT (331686.9019134947 7394818.652245373)
-23.5541743,-46.6554859,POINT (331027.6545974271 7394155.449423123)
-23.552135002817,-46.652844053465,POINT (331294.7502514997 7394384.391778026)
-23.5496864,-46.6423599,POINT (332361.9594028631 7394667.848618614)
-23.551662520218695,-46.6513947911562,POINT (331442.1013153322 7394438.41923259)
-23.5545639178402,-46.6554825121943,POINT (331028.4987735029 7394112.307448063)
-23.5470484970476,-46.6490023666666,POINT (331680.4653312984 7394952.18264058)
-23.5553268242069,-46.6514375936206,POINT (331442.4066722562 7394032.587394703)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5490835,-46.6464687,POINT (331941.7224752054 7394729.801593518)
-23.5510262583601,-46.6468187051587,POINT (331908.4613718707 7394514.25242318)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.5527813594747,-46.651300096183,POINT (331453.1959260505 7394314.631437998)
-23.5501042,-46.6468397,POINT (331905.1450401233 7394616.33545975)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.5492334,-46.6442819,POINT (332165.1658445625 7394715.76407308)
-23.5548117528656,-46.6566985093731,POINT (330904.6781056513 7394083.428088237)
-23.553423495067,-46.6526230261394,POINT (331318.9597599538 7394241.965496095)
-23.5479740589272,-46.6489334013795,POINT (331688.6849809212 7394849.767945025)
-23.5532996,-46.6552673,POINT (331048.8523732744 7394252.570719222)
-23.5484665981315,-46.6504913816846,POINT (331530.2552681345 7394793.394486113)
-23.552171,-46.6570689,POINT (330863.4853245872 7394375.425992612)
-23.5522997545437,-46.650415097975,POINT (331542.9300316094 7394369.004391294)
-23.5545787,-46.648763,POINT (331714.4936227745 7394118.577280058)
-23.5490835,-46.6464687,POINT (331941.7224752054 7394729.801593518)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5516060159999,-46.6484189734999,POINT (331745.8286271805 7394448.173035748)
-23.547585,-46.6477582,POINT (331808.168650424 7394894.231262144)
-23.5535300537114,-46.6528326523795,POINT (331297.6954856231 7394229.91854194)
-23.5549344,-46.6566742,POINT (330907.3167626502 7394069.874919752)
-23.556537,-46.6554611,POINT (331033.2083553 7393893.835117925)
-23.5528603838337,-46.65943071327,POINT (330623.2533624244 7394296.294860613)
-23.5482745,-46.6493136,POINT (331650.2524162902 7394816.050967162)
-23.555349147999905,-46.663161477,POINT (330245.5819971005 7394016.276256353)
-23.5521076,-46.65219,POINT (331361.4869846144 7394388.196082246)
-23.5539806,-46.6612723,POINT (330436.6857375437 7394170.065114684)
-23.5455571386363,-46.6447857911818,POINT (332109.0528413818 7395122.278399947)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.5550777,-46.6552301,POINT (331054.9238917183 7394055.70921579)
-23.5495312724698,-46.648469925240896,POINT (331737.9850472476 7394677.868009321)
-23.5461817,-46.6467385,POINT (331910.4874715261 7395050.827038946)
-23.5518956,-46.6545896,POINT (331116.2429560847 7394408.847248208)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5550472,-46.6624569,POINT (330317.1222760851 7394050.548281411)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.5517110080687,-46.6515457131062,POINT (331426.7556464566 7394432.872234028)
-23.5546130879999,-46.654895342,POINT (331088.5042506002 7394107.554586577)
-23.5574925812302,-46.6554636423942,POINT (331034.1711220313 7393788.011782877)
-23.551559483537496,-46.6510740820125,POINT (331474.7108970063 7394450.206548651)
-23.5557069,-46.6579766,POINT (330775.3481191577 7393982.791428201)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.54715748,-46.648010821,POINT (331781.8337837585 7394941.277899271)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.554935361467695,-46.6634865030955,POINT (330211.8692566849 7394061.7137176)
-23.548552,-46.6457914,POINT (332010.1931905164 7394789.453183198)
-23.5487163,-46.6463999,POINT (331948.2793822648 7394770.545538718)
-23.5502939,-46.6478953,POINT (331797.6198270658 7394594.089940954)
-23.5552135,-46.6568782,POINT (330886.8482855584 7394038.726865554)
-23.5474407,-46.6462498,POINT (331961.9813358246 7394911.979880685)
-23.547952,-46.643534,POINT (332239.8930130993 7394858.540123981)
-23.5546661099409,-46.655433739802,POINT (331033.608516634 7394101.048282078)
-23.5553268242069,-46.6514375936206,POINT (331442.4066722562 7394032.587394703)
-23.547475185502,-46.649012087861294,POINT (331680.0163126425 7394904.920231311)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.555716,-46.656353,POINT (330941.1073559297 7393983.700085515)
-23.551656459237496,-46.6513759259124,POINT (331444.0195246949 7394439.112606222)
-23.5476885,-46.6466902,POINT (331917.3349714155 7394884.02249065)
-23.5525337,-46.6531663,POINT (331262.3615773981 7394339.8610576)
-23.5513114,-46.6508238,POINT (331499.9456830567 7394477.973335012)
-23.5474990138317,-46.649554757718896,POINT (331624.6441179193 7394901.644198928)
-23.549386646,-46.643013986,POINT (332294.8029378796 7394700.277841014)
-23.5456575,-46.6476762,POINT (331814.0873480091 7395107.77651792)
-23.55543,-46.65607,POINT (330969.6318720826 7394015.705350058)
-23.5544094642241,-46.6545160763041,POINT (331126.9621491843 7394130.550692238)
-23.5551315020545,-46.6570365049454,POINT (330870.582455679 7394047.620432775)
-23.556985230428495,-46.65511691785711,POINT (331068.9176684046 7393844.60422853)
-23.5541777187164,-46.65603115534329,POINT (330971.9951593979 7394154.427834388)
-23.5475056,-46.6485561,POINT (331726.6079982332 7394902.087513084)
-23.5492698,-46.64293,POINT (332303.2288585207 7394713.315471549)
-23.5551944,-46.663109,POINT (330250.7403708403 7394033.475136686)
-23.556252162,-46.6640060839999,POINT (330160.5196046593 7393915.2761228)
-23.553276947,-46.652346231,POINT (331347.0301689948 7394258.519854724)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.5517291910124,-46.6516023088375,POINT (331421.0010233665 7394430.792105233)
-23.5479740589272,-46.6489334013795,POINT (331688.6849809212 7394849.767945025)
-23.5470321869488,-46.6473525794242,POINT (331848.8760583389 7394955.924978385)
-23.5576684104286,-46.6546528908558,POINT (331117.1615062369 7393769.496387893)
-23.551670095999896,-46.6486058984999,POINT (331726.8271869075 7394440.857435877)
-23.5476444,-46.647931,POINT (331790.6026853402 7394887.450616565)
-23.5524022429982,-46.65338849163751,POINT (331239.5103944009 7394354.156870867)
-23.5459714348484,-46.6448895072424,POINT (332098.990376432 7395076.278313604)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
-23.5456575,-46.6476762,POINT (331814.0873480091 7395107.77651792)
-23.5508263,-46.6492411,POINT (331660.9048987502 7394533.552580666)
-23.5557872547586,-46.655503353931,POINT (331027.9358213377 7393976.811503133)
-23.5516140323687,-46.6512438692062,POINT (331457.4469948448 7394443.966214323)
-23.555140991445295,-46.655785914205,POINT (330998.2635114376 7394048.044995755)
-23.554048,-46.6526753,POINT (331314.420590743 7394172.746861501)
-23.5551776,-46.6572292,POINT (330850.969836055 7394042.288144219)
-23.5550638211442,-46.6553668305623,POINT (331040.947743487 7394057.08494731)
-23.5543230182089,-46.6561840906418,POINT (330956.5682763317 7394138.157090604)
-23.5556776,-46.6665179,POINT (329903.3576985548 7393975.923588139)
-23.547623187686,-46.647837121026896,POINT (331800.1600149841 7394889.909801382)
-23.5501042,-46.6468397,POINT (331905.1450401233 7394616.33545975)
-23.5559524352142,-46.6563910777857,POINT (330937.5227163323 7393957.47250247)
-23.5521060289088,-46.6527708634872,POINT (331302.1851551899 7394387.686472669)
-23.5498977004042,-46.6459335687446,POINT (331997.389820268 7394640.265350616)
-23.5472963886662,-46.64640563832489,POINT (331945.8879045505 7394927.778052305)
-23.5548821,-46.6558122,POINT (330995.248879206 7394076.683434039)
-23.5521757,-46.6532723,POINT (331251.0829315085 7394379.380849048)
-23.5544761,-46.6566397,POINT (330910.25217975 7394120.667427197)
-23.5475604,-46.6457976,POINT (332008.2997088552 7394899.254463693)
-23.5543291,-46.6487446,POINT (331716.0540844889 7394146.239328379)
-23.556011692,-46.655535264,POINT (331024.9653220403 7393951.91986963)
-23.555140991445295,-46.655785914205,POINT (330998.2635114376 7394048.044995755)
-23.556011692,-46.655535264,POINT (331024.9653220403 7393951.91986963)
-23.5461314,-46.6455692,POINT (332029.8014127355 7395057.76775223)
-23.552135002817,-46.652844053465,POINT (331294.7502514997 7394384.391778026)
-23.550733324,-46.6532119679999,POINT (331255.4001114662 7394539.179274013)
-23.550733324,-46.6532119679999,POINT (331255.4001114662 7394539.179274013)
-23.5466888383044,-46.6474990000303,POINT (331833.490670905 7394993.775236188)
-23.5510842,-46.6465926,POINT (331931.6180838465 7394508.101186479)
-23.550180510458,-46.6584417954594,POINT (330720.7774165452 7394594.230500629)
-23.5501977392409,-46.649945035265,POINT (331588.2390476798 7394602.331789667)
-23.556026467,-46.666529597,POINT (329902.6127992871 7393937.276295112)
-23.555140991445295,-46.655785914205,POINT (330998.2635114376 7394048.044995755)
-23.5559429319999,-46.6503970639999,POINT (331549.416365318 7393965.58373591)
-23.5540042,-46.6596153,POINT (330605.875680798 7394169.411237955)
-23.557474113248105,-46.6554662704858,POINT (331033.8792098655 7393790.053814244)
-23.5475056,-46.6485561,POINT (331726.6079982332 7394902.087513084)
-23.5452519,-46.6541253,POINT (331155.1546513253 7395145.111481627)
-23.549134318,-46.6523762049999,POINT (331338.6823599314 7394717.235356307)
-23.5488892,-46.6515372,POINT (331424.0248367697 7394745.36645115)
-23.551293000371,-46.647089377990895,POINT (331881.167844599 7394484.39625743)
-23.5514137759999,-46.6478581984999,POINT (331802.8330530552 7394470.119680095)
-23.551057,-46.6492444,POINT (331660.8619147352 7394508.001235738)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.5513776541,-46.6505081246999,POINT (331532.2573348087 7394471.007509269)
-23.5460634,-46.6477659,POINT (331805.4460734032 7395062.72240239)
-23.549282447705096,-46.6470634603883,POINT (331881.255765219 7394707.072906699)
-23.5490835,-46.6464687,POINT (331941.7224752054 7394729.801593518)
-23.5483331184394,-46.6500859572351,POINT (331571.4756673302 7394808.652318036)
-23.5535300537114,-46.6528326523795,POINT (331297.6954856231 7394229.91854194)
-23.5539749,-46.655794,POINT (330995.9463290704 7394177.167515296)
-23.5459714348484,-46.6448895072424,POINT (332098.990376432 7395076.278313604)
-23.54715748,-46.648010821,POINT (331781.8337837585 7394941.277899271)
-23.5525454507432,-46.6509500110682,POINT (331488.6347161052 7394341.167406355)
-23.5505275740964,-46.64808672522889,POINT (331778.3746481527 7394567.988482225)
-23.5535651145519,-46.6529028055409,POINT (331290.5784611544 7394225.953353081)
-23.5464838195,-46.6461378577812,POINT (331972.1932171799 7395018.074849764)
-23.551799167,-46.664108878,POINT (330144.3007113006 7394408.276860793)
-23.5529703,-46.6519578,POINT (331386.2930321644 7394292.934705605)
-23.5553220667942,-46.6559277900392,POINT (330984.0115195842 7394027.825525636)
-23.5491953,-46.6578941,POINT (330775.4303829537 7394703.978690859)
-23.5597753,-46.6545151,POINT (331133.9214828921 7393536.34346744)
-23.5584067919403,-46.6554684687764,POINT (331034.847858853 7393686.767083026)
-23.5503476027884,-46.6472812336087,POINT (331860.3783947445 7394588.863437953)
-23.5493281,-46.6425637,POINT (332340.6987383764 7394707.287908137)
-23.5541035,-46.6501032,POINT (331577.0707272933 7394169.626019569)
-23.5559182096666,-46.650402841333296,POINT (331548.7950553525 7393968.314671783)
-23.5545787,-46.648763,POINT (331714.4936227745 7394118.577280058)
-23.556026467,-46.666529597,POINT (329902.6127992871 7393937.276295112)
-23.5498931,-46.6481596,POINT (331770.1270844422 7394638.16389473)
-23.549348,-46.6483414,POINT (331750.8729615683 7394698.314264249)
-23.5547199,-46.6635234,POINT (330207.8256302707 7394085.530100549)
-23.5475056,-46.6485561,POINT (331726.6079982332 7394902.087513084)
-23.5533224,-46.6546659,POINT (331110.2773945385 7394250.754719067)
-23.5495128539999,-46.6447428779999,POINT (332118.4591560349 7394684.277858271)
-23.5491144,-46.6424376,POINT (332353.3012880482 7394731.100245988)
-23.5517734470769,-46.64730162623071,POINT (331860.1109051803 7394430.943160877)
-23.552135002817,-46.652844053465,POINT (331294.7502514997 7394384.391778026)
-23.5519898132062,-46.6524135143187,POINT (331338.5182568613 7394400.976665704)
-23.5474885187448,-46.6479361792211,POINT (331789.8755174987 7394904.70664643)
-23.5559827150107,-46.65143843123649,POINT (331443.1580421124 7393959.953674261)
-23.5560674585471,-46.6580416995471,POINT (330769.164232339 7393942.786541005)
-23.5527392764123,-46.654005140652494,POINT (331176.9880243115 7394316.107838995)
-23.5545069,-46.6554233,POINT (331034.4706621361 7394118.691373387)
-23.5549736469999,-46.667539077,POINT (329798.2020056034 7394052.666610193)
-23.5472971913771,-46.6466260226088,POINT (331923.3893212191 7394927.430778825)
-23.5479905,-46.6443257,POINT (332159.1156729121 7394853.349921481)
-23.5484808429999,-46.642622987,POINT (332333.5710928859 7394801.042650284)
-23.551662520218695,-46.6513947911562,POINT (331442.1013153322 7394438.41923259)
-23.5459714348484,-46.6448895072424,POINT (332098.990376432 7395076.278313604)
-23.5546096,-46.6566957,POINT (330904.7061587777 7394105.817660928)
-23.547623187686,-46.647837121026896,POINT (331800.1600149841 7394889.909801382)
-23.5502573,-46.6466958,POINT (331920.0305962889 7394599.550099341)
-23.547066521813296,-46.6473379373636,POINT (331850.4145930954 7394952.139951884)
-23.5543612629336,-46.655584705422896,POINT (331017.8069295594 7394134.628793725)
-23.5522544,-46.6528504,POINT (331294.254792784 7394371.162373809)
-23.5481601927731,-46.649536908733296,POINT (331627.3087556482 7394828.446940942)
-23.5551276422876,-46.65577176379951,POINT (330999.691004721 7394049.539958999)
